,ТР,Т воздуха на вх. в ГТУ (фильтр.),Р воздуха за КГГ (фильтр.),Т за СТ (т.1),Т за СТ (т.2),Т за СТ (т.3),Т за СТ (т.4),Т за СТ (т.5),Т за СТ (т.6),Т за СТ (т.7),Т за СТ (т.8),Т за СТ (т.9),Т за СТ (т.10),Т за СТ (т.11),Т за СТ (т.12),Т за ГГ (т.1),Т за ГГ (т.2),Т за ГГ на запуске (т.1),Т за ГГ на запуске (т.2),Т в. на входе К ГГ,Т ТГ перед ДГ,Т м. на сливе ШП,Т м. на сливе РП,Т м. на входе Д,Т м. на выходе из СТ,Р м. на входе ,Р суфлирования,Р ТГ перед ДГ,Т в ЩА,Вибр.Д в зоне ПП,Вибр. Д в зоне ЗП,Положение ДГ,Осевая сила (расч.),Обороты КВД 1,Обороты СТ 1,Обороты КВД 2,Обороты СТ 2,Положение ВНА,Т газа за ГГ (ср.),Т газа за СТ (ср.),Т газа за СТ (ср.).1,Anomaly_Class
5672,02:41:23.535,"12,44821","0,3742504","472,7363","453,35","455,8912","469,4343","445,7729","444,6214","430,8154","444,6223","442,7213","475,3273","477,038","467,7338","568,0081","592,4875","604,8854","590,3421","12,07427","22,9945","29,16141","33,40671","20,66729","22,62906","393,5583","4,176489","3061,797","18,70685","5,337726","2,216413","22,71064","0,4353802","7919,598","1491,239","7920,731","1491,547","-38,26787","592,325","456,2636",,1
5673,02:41:23.556,"12,44821","0,3745487","472,7363","453,3618","455,8912","469,4345","445,948","444,6219","431,1656","444,6223","442,7213","475,3273","477,0386","467,7338","568,0081","592,4938","604,8854","589,9397","12,074","22,99586","29,16764","33,4179","20,66323","22,63779","393,6183","4,195524","3061,797","18,70687","5,323047","2,219009","22,70293","0,4352351","7922,181","1492,418","7922,396","1492,757","-38,26636","592,389","456,3657",,1
5674,02:41:23.576,"12,44821","0,3749296","472,7363","453,3677","455,8912","469,4346","446,0355","444,6221","431,3407","444,6223","442,7213","475,3273","477,0389","467,7338","568,0081","592,4969","604,8854","589,7385","12,07387","22,99654","29,18468","33,4235","20,66119","22,63752","393,6667","4,220491","3062,044","18,70689","5,315707","2,228031","22,69523","0,4349887","7924,345","1493,625","7924,685","1493,931","-38,2656","592,4328","456,4535",,1
5675,02:41:23.596,"12,44821","0,3752938","472,7363","453,3707","455,8912","469,4347","446,0793","444,6222","431,4282","444,6223","442,7214","475,3273","477,0391","467,7338","568,0081","592,4984","604,8854","589,6378","12,0738","22,99688","29,19319","33,4263","20,66018","22,63739","393,691","4,232975","3062,044","18,70689","5,312037","2,232543","22,69523","0,434678","7924,345","1493,625","7924,685","1493,931","-38,26522","592,4606","456,525",,1
5676,02:41:23.615,"12,44821","0,3756497","472,7363","453,3721","457,1501","469,4347","446,1012","444,6223","431,472","444,6223","442,7214","475,3273","477,0392","467,7338","568,0081","592,4992","604,8854","589,5875","12,07377","22,99937","29,19281","33,43697","20,66895","22,63733","393,7773","4,245396","3061,921","18,70689","5,290118","2,234798","22,69523","0,4343287","7928,349","1495,961","7926,726","1495,111","-38,26504","592,4774","456,5814",,1
5677,02:41:23.636,"12,44821","0,3760207","472,7363","453,3729","457,7795","469,4347","446,1121","444,6223","431,4939","444,6223","442,7214","475,3273","477,0392","467,7338","568,0081","592,4996","604,8854","589,5624","12,07375","23,00061","29,19262","33,4423","20,67333","22,63729","393,8204","4,251607","3061,921","18,70689","5,279159","2,235926","22,69523","0,434032","7928,349","1495,961","7926,726","1495,111","-38,23084","592,4872","456,6513",,1
5678,02:41:23.657,"12,44821","0,3763028","473,8869","453,3732","458,0942","469,4347","446,1176","444,6223","431,5048","445,8729","442,7214","475,3273","477,0392","469,4347","568,0081","592,4998","604,8854","589,5498","12,07374","23,00123","29,19716","33,44497","20,67552","22,64653","393,8883","4,273252","3061,797","18,62069","5,273679","2,234945","22,69908","0,4337671","7932,153","1498,292","7932,884","1498,602","-38,21375","592,4929","456,7175",,1
5679,02:41:23.677,"12,44821","0,3765404","474,4622","453,3734","458,2515","469,4347","446,1203","444,6223","431,5103","446,4982","442,7214","475,3273","477,0392","470,2851","568,0081","592,4999","603,3898","589,5435","12,07374","23,00386","29,21335","33,4463","20,67198","22,65115","393,9779","4,284074","3061,797","18,57759","5,261669","2,229819","22,68367","0,4335825","7933,995","1499,443","7932,884","1498,602","-38,2052","592,4961","456,8596",,1
5680,02:41:23.697,"12,44821","0,3768233","474,7499","453,3735","458,3302","469,4347","446,1217","444,6223","431,513","446,8109","442,7214","475,3273","477,0392","470,7103","568,0081","592,4999","602,6421","589,5404","12,07373","23,00749","29,22144","33,44234","20,66093","22,64883","394,0227","4,297209","3061,797","18,55603","5,240215","2,227257","22,70679","0,4334435","7936,087","1500,609","7936,756","1500,905","-38,20093","592,4979","457,0123",,1
5681,02:41:23.716,"12,44821","0,3771386","474,8937","453,3736","458,3695","469,4347","446,1224","444,6223","431,5144","446,9672","442,7214","475,3273","477,0392","470,9229","568,0081","592,5","602,2682","589,5388","12,07373","23,0093","29,21157","33,44962","20,65541","22,64305","394,0729","4,319226","3061,921","18,54526","5,229488","2,216706","22,71449","0,4332509","7938,399","1501,742","7938,615","1502,056","-38,19879","592,4989","457,1499",,1
5682,02:41:23.735,"12,44821","0,37747","474,9656","453,3736","458,3892","469,4347","446,1227","444,6223","431,5151","447,0454","442,7214","476,5357","477,0392","471,0292","567,8572","592,5","602,0812","589,538","12,08525","23,01021","29,21128","33,45326","20,66193","22,64015","394,1351","4,330235","3061,921","18,53987","5,21331","2,211431","22,70293","0,4330057","7940,181","1502,887","7940,663","1503,197","-38,19772","592,4994","457,2647",,1
5683,02:41:23.756,"12,44821","0,3778481","475,0015","453,3736","458,399","469,4347","446,1229","444,6223","431,5154","447,0845","442,7214","477,14","477,0392","471,0824","567,7817","592,5","601,9878","589,5376","12,09101","23,01298","29,21113","33,46435","20,66518","22,63871","394,1662","4,341919","3061,674","18,53718","5,191317","2,208793","22,69908","0,4327485","7942,183","1504,024","7943,072","1504,323","-38,19719","592,4997","457,3818",,1
5684,02:41:23.775,"12,44821","0,3782399","475,0195","453,3736","458,404","469,4347","446,123","444,6223","431,5156","447,104","442,7214","477,4421","477,0392","471,109","567,744","592,5","601,941","589,5374","12,09389","23,01437","29,22497","33,47453","20,66217","22,64261","394,2466","4,3663","3061,921","18,53583","5,180321","2,215199","22,70293","0,4324369","7944,264","1505,193","7944,981","1505,495","-38,19692","592,4999","457,485",,1
5685,02:41:23.796,"12,44821","0,3785323","475,0285","453,3736","458,4064","469,4347","446,123","444,6223","431,5157","447,1138","442,7214","477,5931","477,0392","471,1223","567,7251","592,5","601,9177","589,5374","12,09533","23,01506","29,22261","33,47962","20,66067","22,64456","394,2868","4,37849","3061,921","18,53516","5,159373","2,223036","22,71064","0,4322203","7946,017","1506,314","7945,889","1506,051","-38,19678","592,4999","457,5702",,1
5686,02:41:23.816,"12,44821","0,3788523","475,033","453,3736","458,4077","469,4347","446,123","444,6223","431,5157","447,1187","442,7214","477,6687","477,0392","471,1289","567,7157","592,5","601,906","589,5373","12,09605","23,01772","29,22144","33,47289","20,65992","22,64554","394,3533","4,39231","3061,797","18,53482","5,134995","2,226955","22,71064","0,432056","7946,017","1506,314","7948,755","1507,736","-38,17767","592,5","457,6379",,1
5687,02:41:23.835,"12,44821","0,3792247","475,0353","453,3736","458,4083","469,4347","446,123","444,6223","431,5157","447,1211","442,7214","477,7064","477,0392","471,1322","567,7109","592,5","601,9001","589,5372","12,09641","23,01905","29,22085","33,46953","20,65954","22,64603","394,3865","4,39922","3061,797","18,53465","5,122806","2,228914","22,71064","0,4318249","7946,017","1506,314","7948,755","1507,736","-38,16811","592,5","457,6907",,1
5688,02:41:23.856,"12,44821","0,3795654","475,0364","453,3736","458,4086","469,4347","446,123","444,6223","431,5157","447,1223","443,7219","477,7253","477,0392","471,1339","567,7086","592,5","601,8972","589,5372","12,09659","23,01972","29,23446","33,47712","20,66399","22,64627","394,4309","4,415035","3061,55","18,53457","5,116711","2,236074","22,70679","0,4315472","7951,547","1509,105","7952,517","1509,987","-38,16333","592,5","457,7312",,1
5689,02:41:23.876,"12,44821","0,3798902","475,0369","453,3736","458,4087","469,4347","446,123","444,6223","431,5157","447,1229","444,2221","477,7347","477,0392","471,1347","567,7074","592,5","601,8958","589,5372","12,09668","23,02005","29,232","33,48091","20,66158","22,65102","394,4531","4,422942","3061,55","18,53453","5,098215","2,242743","22,70293","0,4312398","7954,261","1510,788","7952,517","1509,987","-38,16093","592,5","457,7829",,1
5690,02:41:23.899,"12,44821","0,3801781","475,0372","453,3736","458,4088","470,7354","446,123","444,6223","431,5157","447,1232","444,4722","477,7395","477,0392","471,1351","567,7068","592,5","601,895","589,5372","12,09673","23,02022","29,23077","33,47818","20,66037","22,65339","394,5106","4,433075","3061,797","18,5345","5,076607","2,246078","22,69523","0,4310039","7956,285","1511,867","7956,564","1512,166","-38,15974","592,5","457,8324",,1
5691,02:41:23.917,"12,44821","0,380438","475,0374","453,3736","458,4088","471,3857","446,123","445,923","431,5157","447,1234","444,5973","477,7418","477,0392","471,1353","567,7065","592,5","601,8947","589,5372","12,09675","23,0203","29,22551","33,48144","20,65513","22,65458","394,5764","4,458226","3061,797","18,53449","5,065803","2,243111","22,71449","0,4307793","7957,651","1512,957","7959,25","1513,251","-38,15914","592,5","457,9019",,1
5692,02:41:23.936,"12,44821","0,3806837","475,0374","453,3736","458,4089","471,7108","446,123","446,5733","431,5157","447,1235","444,6598","477,743","478,0463","471,1354","567,7064","592,5","601,8945","589,5372","12,09676","23,02034","29,22289","33,48307","20,66642","22,6598","394,6093","4,470801","3061,797","18,53449","5,048042","2,240082","22,70293","0,430597","7960,164","1514,07","7959,658","1513,82","-38,15884","592,5","457,9973",,1
5693,02:41:23.957,"12,44821","0,38099","475,0375","453,3736","458,4089","471,8734","446,123","446,8984","431,5157","447,1235","444,6911","477,7436","478,5499","471,1355","567,7063","592,5","601,8944","589,5372","12,09677","23,02036","29,22621","33,48853","20,67207","22,66704","394,6906","4,483269","3061,921","18,53448","5,039161","2,238568","22,71064","0,4304403","7960,981","1514,607","7962,66","1515,434","-38,1587","592,5","458,1116",,1
5694,02:41:23.977,"12,44821","0,3813749","475,0375","453,3736","458,4089","471,9547","446,123","447,061","431,5157","447,1235","444,7067","477,7439","478,8016","471,1355","567,7063","592,5","601,8943","589,5372","12,09677","23,02037","29,22787","33,48198","20,67489","22,67066","394,7498","4,489502","3061,797","18,59914","5,020817","2,230086","22,70679","0,4301984","7962,978","1515,679","7963,368","1515,966","-38,12997","592,5","458,2185",,1
5695,02:41:23.998,"12,44821","0,3817315","475,0375","453,3736","458,4089","471,9954","446,123","447,1423","431,5157","447,1235","444,7145","477,744","478,9275","471,1356","567,7063","592,5","601,8943","589,5372","12,09677","23,02733","29,2287","33,47871","20,68094","22,68172","394,7794","4,508069","3061,797","18,63147","4,999285","2,22121","22,71064","0,4299157","7965,557","1517,301","7966,23","1517,589","-38,1156","592,5","458,3094",,1
5696,02:41:24.016,"12,44821","0,3820932","475,0375","454,4814","458,4089","472,0157","446,123","447,183","431,5157","447,1235","444,7184","477,7441","478,9904","471,1356","567,7063","592,5","601,8943","589,5372","12,09677","23,02849","29,22912","33,47708","20,68397","22,69188","394,8684","4,525076","3061,674","18,64763","4,988519","2,216773","22,69523","0,4296631","7965,557","1517,301","7968,308","1518,648","-38,10842","592,5","458,383",,1
5697,02:41:24.037,"12,44821","0,3824671","475,0375","455,0352","458,4089","472,0258","446,123","447,2033","431,5157","447,1235","444,7204","477,7442","479,0219","471,1356","567,7063","592,5","601,8943","589,5372","12,09677","23,02907","29,22932","33,47626","20,68548","22,69696","394,9129","4,53358","3061,674","18,65571","4,983136","2,214554","22,69523","0,429373","7965,557","1517,301","7968,308","1518,648","-38,10483","592,5","458,4638",,1
5698,02:41:24.058,"12,44821","0,3827507","475,0375","455,3122","458,4089","472,0309","446,123","447,2134","431,5157","447,1235","444,7214","477,7442","479,0377","471,1356","567,7063","591,75","601,8943","589,5372","12,09677","23,02936","29,2387","33,48048","20,69551","22,6995","394,9444","4,537832","3061,55","18,65975","4,96654","2,208809","22,71064","0,429092","7969,587","1519,443","7971,916","1520,814","-38,10303","592,5","458,5374",,1
5699,02:41:24.079,"12,44821","0,382989","475,0375","455,4506","458,4089","472,0335","446,123","447,2185","431,5157","447,1235","444,7219","477,7442","479,0455","471,1356","567,7063","591,375","601,8943","589,5372","12,10829","23,03414","29,24339","33,4826","20,70052","22,70539","394,9601","4,553862","3061,55","18,66177","4,942793","2,207482","22,68752","0,4288781","7969,587","1519,443","7971,916","1520,814","-38,10213","592,4063","458,5989",,1
5700,02:41:24.097,"12,44821","0,3832433","475,0375","455,5199","458,4089","472,0347","447,1736","447,2211","431,5157","447,1235","444,7221","477,7442","479,0494","471,1356","567,7063","591,1875","601,8943","589,5372","12,11406","23,03421","29,26429","33,49292","20,70303","22,71759","395,0329","4,569602","3061,797","18,66278","4,93092","2,206819","22,70293","0,4287193","7975,387","1522,612","7975,525","1522,929","-38,10168","592,2188","458,6483",,1
5701,02:41:24.117,"12,44821","0,3835249","475,0375","455,5545","458,4089","472,0354","447,6989","447,2224","432,6163","447,1235","444,7222","477,7442","479,0514","471,1356","567,7063","591,0938","601,8943","589,5372","12,11694","23,03424","29,29329","33,50272","20,70892","22,7237","395,0878","4,577472","3061,797","18,66329","4,912623","2,208032","22,69908","0,4285277","7976,097","1523,171","7977,34","1523,96","-38,10146","591,9609","458,7089",,1
5702,02:41:24.137,"12,44821","0,3838202","475,0375","455,5718","458,4089","472,0357","447,9615","447,223","433,1666","447,1235","444,7223","477,7442","479,0524","471,1356","567,7063","591,0469","601,8943","587,3743","12,11838","23,03889","29,30779","33,50761","20,72115","22,72675","395,1153","4,595311","3061,797","18,66354","4,889571","2,210183","22,70679","0,4283139","7978,811","1524,753","7979,471","1525,029","-38,10135","591,6563","458,789",,1
5703,02:41:24.157,"12,44821","0,3841513","475,0375","455,5804","458,4089","472,0359","448,0928","447,2233","433,4417","447,1235","444,7223","477,7442","479,0529","471,1356","567,7063","591,0234","601,8943","586,2927","12,1191","23,04354","29,31967","33,50543","20,72726","22,7329","395,1846","4,607321","3061,674","18,66367","4,878045","2,211259","22,70679","0,4281061","7980,422","1525,783","7981,287","1526,062","-38,08384","591,416","458,8664",,1
5704,02:41:24.177,"12,44821","0,3845099","475,0375","455,5848","458,4089","472,0359","448,1584","447,2234","433,5793","447,1235","444,7224","477,7442","479,0531","471,1356","567,7063","591,0117","601,8943","585,752","12,11946","23,04586","29,3488","33,50433","20,72567","22,73597","395,2657","4,613325","3061,674","18,66373","4,858377","2,207162","22,70293","0,4278445","7982,127","1526,837","7982,409","1526,601","-38,07509","591,252","458,9331",,1
5705,02:41:24.196,"12,44821","0,3847858","475,0375","455,5869","458,4089","472,036","448,1913","447,2235","433,6481","447,1235","444,7224","477,7442","479,0532","471,1356","567,7063","591,0059","601,8943","585,4816","12,11964","23,0447","29,36337","33,50842","20,73416","22,75139","395,3062","4,631777","3061,674","18,66376","4,840819","2,205113","22,72219","0,4276656","7984,119","1527,867","7984,874","1528,161","-38,07071","591,1479","458,9875",,1
5706,02:41:24.219,"12,44821","0,3850685","475,0375","455,588","458,4089","472,036","448,2077","447,2236","433,6825","447,1235","444,7224","477,7442","479,0533","471,1356","567,7063","591,0029","601,8943","585,3464","12,11973","23,04412","29,37066","33,51047","20,7384","22,7591","395,3264","4,641003","3061,674","18,66378","4,83204","2,204089","22,72219","0,4275078","7984,119","1527,867","7984,874","1528,161","-38,06852","591,085","459,0304",,1
5707,02:41:24.236,"12,44821","0,3853258","475,9379","455,5886","459,3152","472,036","448,2159","447,2236","433,6996","448,1741","444,7224","477,7442","479,0533","472,4862","567,7063","591,0015","601,8943","585,2788","12,11977","23,05078","29,40676","33,52076","20,74052","22,76758","395,4107","4,657975","3061,55","18,66378","4,81838","2,194308","22,81851","0,4273306","7987,962","1529,936","7988,575","1530,212","-38,06743","591,048","459,0637",,1
5708,02:41:24.256,"12,44821","0,3855992","476,3882","455,5888","459,7684","472,036","448,22","447,2236","433,7083","448,6993","444,7224","477,7442","479,0533","473,1616","567,7063","591,0007","601,8943","585,245","12,11979","23,05411","29,42481","33,5259","20,74158","22,77182","395,4529","4,666461","3061,55","18,66379","4,811551","2,189417","22,81851","0,4271247","7987,962","1529,936","7988,575","1530,212","-38,06688","591,0267","459,1769",,1
5709,02:41:24.276,"12,44821","0,3858807","476,6133","455,589","459,995","472,036","448,2221","447,2236","433,7126","448,962","444,7224","477,7442","479,0533","473,4992","567,7063","591,0004","600,1472","585,2281","12,1198","23,05346","29,43384","33,53311","20,74675","22,76932","395,4739","4,679974","3061,55","18,66379","4,797322","2,186971","22,92638","0,4268831","7991,349","1531,945","7992,169","1532,223","-38,0666","591,0147","459,3059",,1
5710,02:41:24.300,"12,44821","0,386147","476,7258","455,5891","460,1083","472,036","448,2231","447,2236","433,7147","449,0933","444,7224","477,7442","479,0533","473,6681","567,7063","591,0002","599,2736","585,2197","12,11981","23,05314","29,44299","33,54598","20,74933","22,77732","395,5215","4,691365","3061,55","18,64224","4,790207","2,191928","22,94179","0,4266837","7993,266","1532,961","7992,169","1532,223","-38,06647","591,0081","459,4247",,1
5711,02:41:24.317,"12,44821","0,3864057","476,7821","455,5891","460,1649","472,036","448,2236","447,2236","433,7158","449,1589","444,7224","477,7442","479,0533","473,7525","567,7063","591,0001","598,8368","585,2155","12,11981","23,05297","29,47075","33,55241","20,75526","22,78132","395,5917","4,697061","3061,55","18,63147","4,77738","2,195952","22,94949","0,4264755","7995,167","1533,98","7995,925","1534,229","-38,0664","591,0043","459,5248",,1
5712,02:41:24.337,"12,44821","0,3866219","476,8102","455,5891","460,1932","472,036","448,2239","447,2236","433,7163","449,1918","444,7224","479,0534","479,0533","473,7947","566,9518","591,0001","598,6184","585,2134","12,11981","23,05753","29,48463","33,551","20,75823","22,77869","395,6268","4,716903","3061,55","18,62608","4,763242","2,197964","22,94564","0,4263413","7997,149","1534,974","7998,002","1535,238","-38,05116","591,0023","459,6054",,1
5713,02:41:24.357,"12,44821","0,3868941","476,8243","455,5891","460,2074","472,036","448,224","447,2236","433,7166","449,2082","444,7224","479,7079","479,0533","473,8158","566,5745",591,"598,5092","585,2123","12,11981","23,0598","29,50549","33,55956","20,75971","22,78663","395,6999","4,733004","3061,55","18,62338","4,756173","2,198969","22,93793","0,4262167","7999,846","1535,947","7999,509","1536,256","-38,04353","591,0012","459,6959",,1
5714,02:41:24.376,"12,44821","0,3871654","476,8314","455,5891","460,2145","472,036","448,2241","447,2236","433,7167","449,2164","444,7224","480,0352","479,0533","473,8264","566,3859",591,"598,4546","585,2118","12,30415","23,05862","29,52519","33,56384","20,76509","22,7906","395,755","4,741054","3061,674","18,62204","4,746459","2,194838","22,94179","0,4260512","8001,704","1536,966","8002,224","1537,218","-38,03973","591,0007","459,7787",,1
5715,02:41:24.398,"12,44821","0,3875038","476,8349","455,5891","460,218","472,036","448,2241","447,2236","433,7168","449,2205","444,7224","480,1989","479,0533","473,8316","566,2915",591,"598,4273","585,2115","12,39631","23,06035","29,53504","33,57525","20,77242","22,80647","395,7826","4,757438","3061,674","18,62136","4,732332","2,192772","22,92638","0,4258175","8004,006","1537,964","8004,415","1538,248","-38,03782","591,0004","459,8484",,1
5716,02:41:24.417,"12,44821","0,3878371","476,8367","455,5891","460,2198","472,036","448,2241","447,2236","433,7168","449,2226","444,7224","480,2807","479,0533","473,8343","566,2444",591,"598,4137","585,2114","12,4424","23,06121","29,53997","33,58095","20,77608","22,8144","395,7964","4,765631","3061,674","18,62103","4,725269","2,191739","22,92638","0,4255832","8004,006","1537,964","8004,415","1538,248","-38,03687","591,0002","459,9044",,1
5717,02:41:24.439,"12,44821","0,3880906","476,8375","455,5891","460,2207","472,036","448,2241","447,2236","433,7169","449,2236","445,7228","480,3217","479,0533","473,8356","566,2208",591,"598,4069","585,2113","12,46544","23,06396","29,56098","33,5838","20,77791","22,81374","395,8682","4,777452","3061,674","18,62086","4,715557","2,181952","22,94949","0,4253597","8007,773","1540,024","8009,137","1540,275","-38,03639","591,0001","459,9483",,1
5718,02:41:24.456,"12,44821","0,3883912","476,838","455,5891","460,2211","472,036","448,2241","447,2236","433,7169","449,2241","446,2231","480,3421","479,0533","473,8362","566,209",591,"598,4034","585,2113","12,47696","23,06533","29,57149","33,58523","20,77883","22,81341","395,9041","4,783361","3061,674","18,62077","4,710701","2,17706","22,94949","0,4251832","8007,773","1540,024","8009,137","1540,275","-38,03616","591,0001","460,003",,1
5719,02:41:24.479,"12,44821","0,3886477","476,8382","455,5891","460,2213","472,036","448,2241","447,2236","433,7169","449,2244","446,4732","480,3523","479,0533","473,8366","566,2031",591,"598,4017","585,2113","12,48272","23,06371","29,57674","33,59984","20,77929","22,81787","395,922","4,800221","3061,55","18,62073","4,700549","2,174613","23,11515","0,4250047","8010,97","1541,544","8011,189","1541,312","-38,03603",591,"460,0549",,1
5720,02:41:24.496,"12,44821","0,3889111","476,8383","455,5891","460,2214","472,036","448,2241","447,2236","433,7169","449,2245","446,5983","480,3574","479,0533","473,8367","566,2002",591,"598,4009","585,2113","12,4856","23,06289","29,58864","33,60715","20,77951","22,8201","396,0051","4,816376","3061,55","18,62071","4,695473","2,171845","23,12671","0,4247964","8014,537","1543,1","8011,189","1541,312","-38,03597",591,"460,0993",,1
5721,02:41:24.518,"12,44821","0,3891779","476,8384","455,5891","460,2215","473,1366","448,2241","448,3741","433,7169","449,2245","446,6608","480,36","479,0533","473,8368","566,1987",591,"598,4005","585,2113","12,48704","23,0648","29,60387","33,6108","20,77963","22,82122","396,0467","4,824453","3061,55","18,6207","4,680575","2,175096","23,13056","0,4246188","8017,405","1544,12","8017,177","1544,395","-38,02138",591,"460,1353",,1
5722,02:41:24.536,"12,44821","0,3894562","476,8384","455,5891","460,2215","473,6868","448,2241","448,9495","433,7169","449,2246","446,6921","480,3613","480,0604","473,8369","566,198",591,"598,4003","585,2113","12,48776","23,06575","29,61148","33,61726","20,77969","22,83103","396,0675","4,834671","3061,55","18,6207","4,666947","2,176721","23,11901","0,4244143","8019,19","1545,147","8018,962","1544,917","-38,01408",591,"460,2106",,1
5723,02:41:24.556,"12,44821","0,3897595","476,8384","455,5891","460,2216","473,962","448,2241","449,2371","433,7169","449,2246","446,7077","480,3619","480,564","473,8369","566,1976",591,"598,4001","585,2113","12,48812","23,06623","29,62456","33,62513","20,77971","22,84056","396,1428","4,84287","3061,55","18,62069","4,660132","2,177534","23,11515","0,424165","8022,045","1546,185","8022,392","1546,439","-38,01043",591,"460,3121",,1
5724,02:41:24.577,"12,44821","0,390027","476,8384","455,5891","460,2216","474,0995","448,2241","449,3809","433,7169","449,2246","446,7155","480,3622","480,8157","473,8369","566,1974",591,"598,4001","585,2113","12,4883","23,06647","29,64038","33,62906","20,79364","22,84533","396,2082","4,84697","3061,55","18,62069","4,647456","2,170215","23,11901","0,4239634","8022,875","1546,671","8025,09","1547,477","-38,00861",591,"460,4109",,1
5725,02:41:24.596,"12,44821","0,3903538","476,8384","455,5891","460,2216","474,1683","448,2241","449,4528","433,7169","449,2246","446,7194","480,3624","480,9416","473,8369","566,1973",591,"598,4","585,2113","12,48839","23,06427","29,64829","33,64029","20,79597","22,85234","396,2409","4,866014","3061,426","18,62069","4,642663","2,166556","23,12286","0,4237787","8026,644","1548,226","8027,391","1548,523","-38,00769",591,"460,4962",,1
5726,02:41:24.617,"12,44821","0,3906716","476,8384","455,5891","460,2216","474,2027","448,2241","449,4888","433,7169","449,2246","446,7214","480,3625","481,0045","473,8369","566,1973",591,"598,4","585,2113","12,48843","23,06317","29,65224","33,64591","20,79713","22,85584","396,2573","4,875535","3061,426","18,62069","4,640266","2,164727","23,12286","0,4235607","8026,644","1548,226","8027,391","1548,523","-38,00723",591,"460,5658",,1
5727,02:41:24.636,"12,44821","0,3909658","476,8384","456,5458","460,2216","474,2199","448,2241","449,5068","433,7169","449,2246","446,7224","480,3625","481,036","473,8369","566,1973","589,9","598,4","585,2113","12,48846","23,06494","29,67741","33,64409","20,79771","22,86222","396,3118","4,888021","3061,55","18,62069","4,632888","2,169991","23,12671","0,4233159","8031,919","1550,304","8029,932","1549,534","-38,007",591,"460,6208",,1
5728,02:41:24.656,"12,44821","0,3913252","476,8384","457,0242","460,2216","474,2285","448,2241","449,5157","433,7169","449,2246","446,7228","480,3625","481,0518","473,8369","566,1973","589,35","598,4","585,2113","12,48847","23,06582","29,68999","33,64317","20,798","22,86541","396,3391","4,894264","3061,55","18,62069","4,629199","2,172624","23,12671","0,4230819","8031,919","1550,304","8029,932","1549,534","-38,00689","590,8625","460,6834",,1
5729,02:41:24.677,"12,44821","0,3916401","476,8384","457,2633","460,2216","474,2328","448,2241","449,5203","433,7169","449,2246","446,7231","480,3625","481,0596","473,8369","566,1973","589,075","598,4","585,2113","12,48847","23,06395","29,69628","33,65199","20,79815","22,867","396,3712","4,909745","3061,55","18,62069","4,627355","2,17394","23,12671","0,4228362","8037,186","1552,426","8035,164","1551,672","-38,00684","590,5875","460,7411",,1
5730,02:41:24.697,"12,44821","0,3918845","476,8384","457,3829","460,2216","474,235","448,2241","449,5225","433,7169","449,2246","446,7232","480,3625","481,0635","473,8369","566,1973","588,9375","598,4","585,2113","12,48848","23,06301","29,69943","33,65639","20,80286","22,87706","396,4337","4,917485","3061,674","18,62069","4,626432","2,168419","23,12671","0,4226023","8039,429","1553,46","8035,164","1551,672","-37,986","590,2094","460,7896",,1
5731,02:41:24.717,"12,44821","0,3920935","476,8384","457,4427","460,2216","474,2361","449,5248","449,5236","434,9675","449,2246","446,7233","480,3625","481,0655","473,8369","566,1973","588,8688","598,4","585,2113","12,4424","23,06486","29,71491","33,65859","20,79594","22,88208","396,4649","4,921355","3061,674","18,62069","4,622881","2,162568","23,12671","0,4224422","8042,01","1554,48","8042,952","1554,778","-37,97558","589,7625","460,8287",,1
5732,02:41:24.737,"12,44821","0,3923042","476,8384","457,4726","460,2216","474,2366","450,1751","449,5242","435,5928","449,2246","446,7233","480,3625","481,0665","473,8369","566,1973","588,8344","598,4","583,6016","12,41935","23,0681","29,72266","33,66896","20,79248","22,88459","396,499","4,927925","3061,303","18,62069","4,619561","2,159643","23,13056","0,4223424","8044,449","1555,543","8045,647","1555,837","-37,97037","589,4102","460,9125",,1
5733,02:41:24.756,"12,44821","0,3925641","476,8384","457,4875","460,2216","474,2368","450,5002","449,5245","435,9055","449,2246","446,7233","480,3625","481,067","473,8369","566,1973","588,8171","598,4","582,7968","12,40783","23,06972","29,7358","33,67415","20,80003","22,88585","396,5439","4,948204","3061,303","18,62069","4,617901","2,159725","23,13056","0,4221997","8046,905","1556,569","8048,313","1556,854","-37,96776","589,1696","461,0026",,1
5734,02:41:24.777,"12,44821","0,3928388","476,8384","457,495","460,2216","474,237","450,6628","449,5246","436,0618","449,2246","446,7233","480,3625","481,0672","473,8369","566,1973","588,8086","598,4","582,3943","12,40207","23,0798","29,7331","33,67674","20,79916","22,89111","396,5663","4,958344","3061,303","18,62069","4,613981","2,161311","23,13056","0,4220395","8049,989","1557,606","8050,546","1557,907","-37,96646","589,017","461,0838",,1
5735,02:41:24.796,"12,44821","0,3932079","476,8384","457,4988","460,2216","474,2371","450,7441","449,5247","436,14","449,2246","446,7233","480,3625","481,0673","473,8369","566,1973","588,8043","598,4","582,1931","12,39919","23,08483","29,73175","33,68731","20,79873","22,89836","396,6147","4,969593","3061,303","18,62069","4,605841","2,162104","23,14212","0,4218026","8052,448","1558,652","8053,183","1558,915","-37,96581","588,9246","461,1515",,1
